timestamp,edificio,zona,sensor_id,flujo,consumo_kwh,temperatura,presion,data_quality,quality_flag
04/01/2026 12/20,Edificio_1,Zona_D,S8,17.76,14.72,22.81,2.5,REAL,0
04/01/2026 12/30,Edificio_1,Zona_D,S8,17.71,15.7,22.71,2.5,REAL,0
04/01/2026 12/40,Edificio_1,Zona_D,S8,16.78,15.09,24.3,2.74,REAL,0
04/01/2026 12/50,Edificio_1,Zona_D,S8,16.36,14.89,23.56,2.5,REAL,0
04/01/2026 13/00,Edificio_1,Zona_D,S8,15.69,14.97,23.09,2.61,REAL,0
04/01/2026 13/10,Edificio_1,Zona_D,S8,16.47,13.87,22.25,2.74,REAL,0
04/01/2026 13/20,Edificio_1,Zona_D,S8,14.64,14,22.85,2.67,REAL,0
04/01/2026 13/30,Edificio_1,Zona_D,S8,15.73,14.62,22.1,2.64,REAL,0
04/01/2026 13/40,Edificio_1,Zona_D,S8,16.13,14.64,22.32,2.7,REAL,0
04/01/2026 13/50,Edificio_1,Zona_D,S8,15.77,13.49,23.19,2.85,REAL,0
04/01/2026 14/00,Edificio_1,Zona_D,S8,14.66,14.61,22.58,2.78,REAL,0
04/01/2026 14/10,Edificio_1,Zona_D,S8,14.53,14.45,22.08,2.63,REAL,0
04/01/2026 14/20,Edificio_1,Zona_D,S8,15.34,14.55,22.55,2.54,REAL,0
04/01/2026 14/30,Edificio_1,Zona_D,S8,15.54,13.62,21.44,2.69,REAL,0
04/01/2026 14/40,Edificio_1,Zona_D,S8,14.48,15.3,22.13,2.74,REAL,0
04/01/2026 14/50,Edificio_1,Zona_D,S8,16.2,14.27,21.89,2.63,REAL,0
04/01/2026 15/00,Edificio_1,Zona_D,S8,11.73,13.24,21.85,2.7,REAL,0
04/01/2026 15/10,Edificio_1,Zona_D,S8,13.04,13.32,21.47,2.76,REAL,0
04/01/2026 15/20,Edificio_1,Zona_D,S8,13.82,14.55,21.18,2.77,REAL,0
04/01/2026 15/30,Edificio_1,Zona_D,S8,13.4,12.98,20.51,2.58,REAL,0
04/01/2026 15/40,Edificio_1,Zona_D,S8,4.63,13.31,21.69,6.36,REAL,0
04/01/2026 15/50,Edificio_1,Zona_D,S8,14.37,13.03,22.44,2.61,REAL,0
04/01/2026 16/00,Edificio_1,Zona_D,S8,12.69,13.43,21.23,2.59,REAL,0
04/01/2026 16/10,Edificio_1,Zona_D,S8,12.38,12.69,21.69,2.78,REAL,0
04/01/2026 16/20,Edificio_1,Zona_D,S8,13.94,12.44,20.62,2.8,REAL,0
04/01/2026 16/30,Edificio_1,Zona_D,S8,12.88,12.26,22.36,2.82,REAL,0
04/01/2026 16/40,Edificio_1,Zona_D,S8,12.39,13.28,20.62,2.81,REAL,0
04/01/2026 16/50,Edificio_1,Zona_D,S8,12.3,13.49,20.38,2.79,REAL,0
04/01/2026 17/00,Edificio_1,Zona_D,S8,10.77,12.44,21.07,2.61,REAL,0
04/01/2026 17/10,Edificio_1,Zona_D,S8,12.37,13.86,20.54,2.67,REAL,0
04/01/2026 17/20,Edificio_1,Zona_D,S8,13.61,13.22,20.91,2.7,REAL,0
04/01/2026 17/30,Edificio_1,Zona_D,S8,12.92,13.33,20.37,2.59,REAL,0
04/01/2026 17/40,Edificio_1,Zona_D,S8,11.35,13.1,20.2,2.65,REAL,0
04/01/2026 17/50,Edificio_1,Zona_D,S8,9.63,13.48,20.13,2.63,REAL,0
04/01/2026 18/00,Edificio_1,Zona_D,S8,12.22,14.02,20.11,2.49,REAL,0
04/01/2026 18/10,Edificio_1,Zona_D,S8,11.49,12.93,21.6,2.62,REAL,0
04/01/2026 18/20,Edificio_1,Zona_D,S8,11.98,12.79,20.36,2.56,REAL,0
04/01/2026 18/30,Edificio_1,Zona_D,S8,13.27,13.31,20.47,2.61,REAL,0
04/01/2026 18/40,Edificio_1,Zona_D,S8,10.81,13.01,20.37,2.77,REAL,0
04/01/2026 18/50,Edificio_1,Zona_D,S8,12.02,48.73,20.54,2.79,REAL,0
04/01/2026 19/00,Edificio_1,Zona_D,S8,11.83,13.1,21.68,2.6,REAL,0
04/01/2026 19/10,Edificio_1,Zona_D,S8,13.01,13.41,21.38,2.61,REAL,0
04/01/2026 19/20,Edificio_1,Zona_D,S8,10.71,13.31,20.78,2.59,REAL,0
04/01/2026 19/30,Edificio_1,Zona_D,S8,12.1,13.29,20.42,2.74,REAL,0
04/01/2026 19/40,Edificio_1,Zona_D,S8,11.81,13.17,20.74,2.67,REAL,0
04/01/2026 19/50,Edificio_1,Zona_D,S8,12.39,12.32,19.93,2.69,REAL,0
04/01/2026 20/00,Edificio_1,Zona_D,S8,12.17,13.35,20.77,2.66,REAL,0
04/01/2026 20/10,Edificio_1,Zona_D,S8,12.7,13.87,20.97,2.5,REAL,0
04/01/2026 20/20,Edificio_1,Zona_D,S8,14.01,13.46,20.8,2.6,REAL,0
04/01/2026 20/30,Edificio_1,Zona_D,S8,14.07,13.18,21.02,2.78,REAL,0
04/01/2026 20/40,Edificio_1,Zona_D,S8,12.87,13.16,21.72,2.58,REAL,0
04/01/2026 20/50,Edificio_1,Zona_D,S8,12.49,13.48,21.34,2.67,REAL,0
04/01/2026 21/00,Edificio_1,Zona_D,S8,13.2,13.21,20.66,2.74,REAL,0
04/01/2026 21/10,Edificio_1,Zona_D,S8,13.92,13.4,21.51,2.54,REAL,0
04/01/2026 21/20,Edificio_1,Zona_D,S8,12.12,14.29,21.28,2.63,REAL,0
04/01/2026 21/30,Edificio_1,Zona_D,S8,14.99,13.56,21.37,2.72,REAL,0
04/01/2026 21/40,Edificio_1,Zona_D,S8,13.05,14.02,20.57,2.78,REAL,0
04/01/2026 21/50,Edificio_1,Zona_D,S8,13.96,14.09,21.76,2.57,REAL,0
04/01/2026 22/00,Edificio_1,Zona_D,S8,14.85,14.44,21.24,2.95,REAL,0
04/01/2026 22/10,Edificio_1,Zona_D,S8,14.04,14.24,21.99,2.76,REAL,0
04/01/2026 22/20,Edificio_1,Zona_D,S8,15.32,14.79,22.41,2.81,REAL,0
04/01/2026 22/30,Edificio_1,Zona_D,S8,16.14,13.63,21.73,2.56,REAL,0
04/01/2026 22/40,Edificio_1,Zona_D,S8,14.62,14.32,22.78,2.71,REAL,0
04/01/2026 22/50,Edificio_1,Zona_D,S8,13.8,13.47,22.04,2.75,REAL,0
04/01/2026 23/00,Edificio_1,Zona_D,S8,15.2,15.35,23.11,2.61,REAL,0
04/01/2026 23/10,Edificio_1,Zona_D,S8,16.07,14.61,22.62,2.67,REAL,0
04/01/2026 23/20,Edificio_1,Zona_D,S8,15.07,14.95,23.28,2.55,REAL,0
04/01/2026 23/30,Edificio_1,Zona_D,S8,14.77,14.35,22.28,2.71,REAL,0
04/01/2026 23/40,Edificio_1,Zona_D,S8,18.2,14.48,22.77,2.55,REAL,0
04/01/2026 23/50,Edificio_1,Zona_D,S8,16.06,15.44,22.85,2.57,REAL,0
05/01/2026 00/00,Edificio_1,Zona_D,S8,16.97,14.6,24.02,2.64,REAL,0
05/01/2026 00/10,Edificio_1,Zona_D,S8,15.43,15.09,21.81,2.48,REAL,0
05/01/2026 00/20,Edificio_1,Zona_D,S8,16.49,14.64,24.46,2.62,REAL,0
05/01/2026 00/30,Edificio_1,Zona_D,S8,18.68,14.13,23.54,2.5,REAL,0
05/01/2026 00/40,Edificio_1,Zona_D,S8,17.22,15.4,23.27,2.75,REAL,0
05/01/2026 00/50,Edificio_1,Zona_D,S8,18.28,14.66,24.11,2.62,REAL,0
05/01/2026 01/00,Edificio_1,Zona_D,S8,17.01,16.42,24.23,2.73,REAL,0
05/01/2026 01/10,Edificio_1,Zona_D,S8,18.91,15.93,24.86,2.5,REAL,0
05/01/2026 01/20,Edificio_1,Zona_D,S8,19.4,15.25,24.45,2.7,REAL,0
05/01/2026 01/30,Edificio_1,Zona_D,S8,18.05,14.23,24.41,2.6,REAL,0
05/01/2026 01/40,Edificio_1,Zona_D,S8,19.29,15.41,23.63,2.62,REAL,0
05/01/2026 01/50,Edificio_1,Zona_D,S8,16.89,15.04,23.93,2.71,REAL,0
05/01/2026 02/00,Edificio_1,Zona_D,S8,19.59,16.09,25.75,2.64,REAL,0
05/01/2026 02/10,Edificio_1,Zona_D,S8,20.27,15.89,25.12,2.76,REAL,0
05/01/2026 02/20,Edificio_1,Zona_D,S8,19.56,15.79,25,2.67,REAL,0
05/01/2026 02/30,Edificio_1,Zona_D,S8,20.12,16.6,25.08,2.78,REAL,0
05/01/2026 02/40,Edificio_1,Zona_D,S8,19.67,16.49,25.3,2.73,REAL,0
05/01/2026 02/50,Edificio_1,Zona_D,S8,18.55,16,25.3,2.76,REAL,0
05/01/2026 03/00,Edificio_1,Zona_D,S8,21.35,16.57,25.73,2.76,REAL,0
05/01/2026 03/10,Edificio_1,Zona_D,S8,21.15,16.89,24.96,2.67,REAL,0
05/01/2026 03/20,Edificio_1,Zona_D,S8,20.84,16.69,25.46,2.48,REAL,0
05/01/2026 03/30,Edificio_1,Zona_D,S8,20.35,16.25,25.54,2.97,REAL,0
05/01/2026 03/40,Edificio_1,Zona_D,S8,20.29,16.83,26.01,2.69,REAL,0
05/01/2026 03/50,Edificio_1,Zona_D,S8,18.7,16.89,25.06,2.47,REAL,0
05/01/2026 04/00,Edificio_1,Zona_D,S8,22.07,16.45,26.4,2.58,REAL,0
05/01/2026 04/10,Edificio_1,Zona_D,S8,20.14,16.58,26.36,2.7,REAL,0
05/01/2026 04/20,Edificio_1,Zona_D,S8,23.05,16.54,26.39,2.88,REAL,0
05/01/2026 04/30,Edificio_1,Zona_D,S8,22.25,17.48,26.11,2.53,REAL,0
05/01/2026 04/40,Edificio_1,Zona_D,S8,22.1,16.87,26.78,2.75,REAL,0
05/01/2026 04/50,Edificio_1,Zona_D,S8,22.42,16.31,27.28,2.75,REAL,0
05/01/2026 05/00,Edificio_1,Zona_D,S8,20.08,16.87,26.07,2.52,REAL,0
05/01/2026 05/10,Edificio_1,Zona_D,S8,21.88,17,25.74,2.54,REAL,0
05/01/2026 05/20,Edificio_1,Zona_D,S8,22.79,16.97,25.25,2.84,REAL,0
05/01/2026 05/30,Edificio_1,Zona_D,S8,23.3,17.29,26.57,2.61,REAL,0
05/01/2026 05/40,Edificio_1,Zona_D,S8,22.5,17.82,26.78,2.74,REAL,0
05/01/2026 05/50,Edificio_1,Zona_D,S8,22.71,17.02,26.69,2.66,REAL,0
05/01/2026 06/00,Edificio_1,Zona_D,S8,21.07,17.54,26.29,2.65,REAL,0
05/01/2026 06/10,Edificio_1,Zona_D,S8,23.24,16.93,26.69,2.57,REAL,0
05/01/2026 06/20,Edificio_1,Zona_D,S8,22.51,16.8,26.56,2.92,REAL,0
05/01/2026 06/30,Edificio_1,Zona_D,S8,22.35,17.25,26.44,2.69,REAL,0
05/01/2026 06/40,Edificio_1,Zona_D,S8,19.36,17.42,27.09,2.49,REAL,0
05/01/2026 06/50,Edificio_1,Zona_D,S8,21.52,17.07,26.2,2.72,REAL,0
05/01/2026 07/00,Edificio_1,Zona_D,S8,21.29,16.34,26.57,2.61,REAL,0
05/01/2026 07/10,Edificio_1,Zona_D,S8,21.67,16.33,26.57,2.58,REAL,0
05/01/2026 07/20,Edificio_1,Zona_D,S8,21.99,16.25,26.59,2.61,REAL,0
05/01/2026 07/30,Edificio_1,Zona_D,S8,21.7,16.92,25.82,2.61,REAL,0
05/01/2026 07/40,Edificio_1,Zona_D,S8,21.88,17.19,25.55,2.65,REAL,0
05/01/2026 07/50,Edificio_1,Zona_D,S8,22.09,16.27,26.65,2.68,REAL,0
05/01/2026 08/00,Edificio_1,Zona_D,S8,19.93,17.28,25.49,2.75,REAL,0
05/01/2026 08/10,Edificio_1,Zona_D,S8,21.38,16.47,25.43,2.56,REAL,0
05/01/2026 08/20,Edificio_1,Zona_D,S8,20.91,17.22,25.77,2.5,REAL,0
05/01/2026 08/30,Edificio_1,Zona_D,S8,19.73,16.14,26.03,2.59,REAL,0
05/01/2026 08/40,Edificio_1,Zona_D,S8,21.53,16.44,25.31,2.59,REAL,0
05/01/2026 08/50,Edificio_1,Zona_D,S8,20.49,16.3,25.91,2.64,REAL,0
05/01/2026 09/00,Edificio_1,Zona_D,S8,20.34,16.67,25.62,2.7,REAL,0
05/01/2026 09/10,Edificio_1,Zona_D,S8,20.18,16.36,25.58,2.69,REAL,0
05/01/2026 09/20,Edificio_1,Zona_D,S8,20.65,15.79,25.99,2.73,REAL,0
05/01/2026 09/30,Edificio_1,Zona_D,S8,20.99,16.34,25.75,2.65,REAL,0
05/01/2026 09/40,Edificio_1,Zona_D,S8,20.3,15.81,25.64,2.63,REAL,0
05/01/2026 09/50,Edificio_1,Zona_D,S8,21.02,16.23,25.15,2.56,REAL,0
05/01/2026 10/00,Edificio_1,Zona_D,S8,18.31,16.67,25.84,2.68,REAL,0
05/01/2026 10/10,Edificio_1,Zona_D,S8,18.91,15.86,24.12,2.59,REAL,0
05/01/2026 10/20,Edificio_1,Zona_D,S8,18.69,16.36,25.62,2.48,REAL,0
05/01/2026 10/30,Edificio_1,Zona_D,S8,3.69,15.12,24.75,4.83,REAL,0
05/01/2026 10/40,Edificio_1,Zona_D,S8,19.69,15.28,24.38,2.8,REAL,0
05/01/2026 10/50,Edificio_1,Zona_D,S8,19.12,15.77,25.42,2.61,REAL,0
05/01/2026 11/00,Edificio_1,Zona_D,S8,20.25,15.43,24.12,2.58,REAL,0
05/01/2026 11/10,Edificio_1,Zona_D,S8,17.05,16.05,22.94,2.62,REAL,0
05/01/2026 11/20,Edificio_1,Zona_D,S8,18.08,14.89,24.23,2.62,REAL,0
05/01/2026 11/30,Edificio_1,Zona_D,S8,17.67,14.81,24.17,2.69,REAL,0
05/01/2026 11/40,Edificio_1,Zona_D,S8,18.04,15.55,24.22,2.59,REAL,0
05/01/2026 11/50,Edificio_1,Zona_D,S8,19.52,14.94,23.96,2.61,REAL,0
05/01/2026 12/00,Edificio_1,Zona_D,S8,17.38,14.72,24.25,2.42,REAL,0
05/01/2026 12/10,Edificio_1,Zona_D,S8,16.25,14.99,23.43,2.67,REAL,0
05/01/2026 12/20,Edificio_1,Zona_D,S8,15.92,16.16,23.78,2.78,REAL,0
05/01/2026 12/30,Edificio_1,Zona_D,S8,16.35,15.59,22.84,2.61,REAL,0
05/01/2026 12/40,Edificio_1,Zona_D,S8,16.59,14.94,23.48,2.77,REAL,0
05/01/2026 12/50,Edificio_1,Zona_D,S8,18.61,14.99,23.71,2.73,REAL,0
05/01/2026 13/00,Edificio_1,Zona_D,S8,15.94,14.33,22.44,2.59,REAL,0
05/01/2026 13/10,Edificio_1,Zona_D,S8,16.54,14.14,22.83,2.86,REAL,0
05/01/2026 13/20,Edificio_1,Zona_D,S8,13.67,13.79,22.53,2.52,REAL,0
05/01/2026 13/30,Edificio_1,Zona_D,S8,15.48,14.76,22.2,2.78,REAL,0
05/01/2026 13/40,Edificio_1,Zona_D,S8,14.65,15.12,22.01,2.53,REAL,0
05/01/2026 13/50,Edificio_1,Zona_D,S8,15.48,14.27,22.13,2.67,REAL,0
05/01/2026 14/00,Edificio_1,Zona_D,S8,15.35,14.25,22.12,2.69,REAL,0
05/01/2026 14/10,Edificio_1,Zona_D,S8,14.07,14.02,21.87,2.51,REAL,0
05/01/2026 14/20,Edificio_1,Zona_D,S8,15.36,14.5,21.8,2.65,REAL,0
05/01/2026 14/30,Edificio_1,Zona_D,S8,14.39,14.56,21.6,2.65,REAL,0
05/01/2026 14/40,Edificio_1,Zona_D,S8,15.98,12.95,21.46,2.38,REAL,0
05/01/2026 14/50,Edificio_1,Zona_D,S8,15.62,14.58,22.24,2.51,REAL,0
05/01/2026 15/00,Edificio_1,Zona_D,S8,3.53,13.8,21.44,3.94,REAL,0
05/01/2026 15/10,Edificio_1,Zona_D,S8,13.9,12.33,21.99,2.57,REAL,0
05/01/2026 15/20,Edificio_1,Zona_D,S8,14.41,14.11,21.12,2.8,REAL,0
05/01/2026 15/30,Edificio_1,Zona_D,S8,12.65,13.69,21.13,2.66,REAL,0
05/01/2026 15/40,Edificio_1,Zona_D,S8,12.76,12.76,21.32,2.44,REAL,0
05/01/2026 15/50,Edificio_1,Zona_D,S8,13.54,13.5,20.78,2.79,REAL,0
05/01/2026 16/00,Edificio_1,Zona_D,S8,12.27,13.51,21.02,2.65,REAL,0
05/01/2026 16/10,Edificio_1,Zona_D,S8,12.77,12.45,21.78,2.56,REAL,0
05/01/2026 16/20,Edificio_1,Zona_D,S8,13.8,13.24,20.77,2.53,REAL,0
05/01/2026 16/30,Edificio_1,Zona_D,S8,11.92,12.92,20.06,2.69,REAL,0
05/01/2026 16/40,Edificio_1,Zona_D,S8,13.09,12.31,20.29,2.77,REAL,0
05/01/2026 16/50,Edificio_1,Zona_D,S8,12.5,13.34,20.88,2.73,REAL,0
05/01/2026 17/00,Edificio_1,Zona_D,S8,13.89,13.28,19.74,2.73,REAL,0
05/01/2026 17/10,Edificio_1,Zona_D,S8,12.48,12.85,20.24,2.55,REAL,0
05/01/2026 17/20,Edificio_1,Zona_D,S8,10.51,13.13,21.38,2.65,REAL,0
05/01/2026 17/30,Edificio_1,Zona_D,S8,12.81,12.96,20.39,2.74,REAL,0
05/01/2026 17/40,Edificio_1,Zona_D,S8,11.96,12.99,20,2.75,REAL,0
05/01/2026 17/50,Edificio_1,Zona_D,S8,14.78,12.77,20.68,2.65,REAL,0
05/01/2026 18/00,Edificio_1,Zona_D,S8,11.51,12.54,19.71,2.58,REAL,0
05/01/2026 18/10,Edificio_1,Zona_D,S8,12.76,13.77,19.97,2.59,REAL,0
05/01/2026 18/20,Edificio_1,Zona_D,S8,11.94,12.32,20.14,2.81,REAL,0
05/01/2026 18/30,Edificio_1,Zona_D,S8,10.96,13.69,20.41,2.59,REAL,0
05/01/2026 18/40,Edificio_1,Zona_D,S8,12.38,12.88,20.14,2.57,REAL,0
05/01/2026 18/50,Edificio_1,Zona_D,S8,10.85,13.09,20.22,2.58,REAL,0
05/01/2026 19/00,Edificio_1,Zona_D,S8,14.46,14.09,20.67,2.66,REAL,0
05/01/2026 19/10,Edificio_1,Zona_D,S8,11.78,12.64,19.65,2.52,REAL,0
05/01/2026 19/20,Edificio_1,Zona_D,S8,12,13.1,20.23,2.62,REAL,0
05/01/2026 19/30,Edificio_1,Zona_D,S8,11.33,14.13,20.94,2.51,REAL,0
05/01/2026 19/40,Edificio_1,Zona_D,S8,13.15,13.08,21.15,2.82,REAL,0
05/01/2026 19/50,Edificio_1,Zona_D,S8,12.56,12.71,20.75,2.68,REAL,0
05/01/2026 20/00,Edificio_1,Zona_D,S8,12.02,12.78,20.72,2.68,REAL,0
05/01/2026 20/10,Edificio_1,Zona_D,S8,11.59,13.12,20.57,2.61,REAL,0
05/01/2026 20/20,Edificio_1,Zona_D,S8,14.64,12.88,20.39,2.73,REAL,0
05/01/2026 20/30,Edificio_1,Zona_D,S8,11.89,13.1,20.65,2.66,REAL,0
05/01/2026 20/40,Edificio_1,Zona_D,S8,12.73,13.34,20.46,2.58,REAL,0
05/01/2026 20/50,Edificio_1,Zona_D,S8,12.45,13.41,20.96,2.65,REAL,0
05/01/2026 21/00,Edificio_1,Zona_D,S8,12.9,13.98,21.43,2.86,REAL,0
05/01/2026 21/10,Edificio_1,Zona_D,S8,15.05,14.16,20.94,2.94,REAL,0
05/01/2026 21/20,Edificio_1,Zona_D,S8,14.96,13.68,21.38,2.61,REAL,0
05/01/2026 21/30,Edificio_1,Zona_D,S8,14.71,13.68,21.52,2.48,REAL,0
05/01/2026 21/40,Edificio_1,Zona_D,S8,13.28,13.78,21.16,2.7,REAL,0
05/01/2026 21/50,Edificio_1,Zona_D,S8,14.83,13.37,21.04,2.73,REAL,0
05/01/2026 22/00,Edificio_1,Zona_D,S8,13.83,13.87,22.85,2.77,REAL,0
05/01/2026 22/10,Edificio_1,Zona_D,S8,14.71,13.85,22.24,2.64,REAL,0
05/01/2026 22/20,Edificio_1,Zona_D,S8,13.36,14.29,21.65,2.88,REAL,0
05/01/2026 22/30,Edificio_1,Zona_D,S8,14.15,13.89,21.67,2.75,REAL,0
05/01/2026 22/40,Edificio_1,Zona_D,S8,14.18,14.1,22.2,2.81,REAL,0
05/01/2026 22/50,Edificio_1,Zona_D,S8,14.67,14.89,22.29,2.71,REAL,0
05/01/2026 23/00,Edificio_1,Zona_D,S8,15.71,14.8,23.01,2.66,REAL,0
05/01/2026 23/10,Edificio_1,Zona_D,S8,15.07,14.17,21.94,2.59,REAL,0
05/01/2026 23/20,Edificio_1,Zona_D,S8,15.33,14.05,23.02,2.64,REAL,0
05/01/2026 23/30,Edificio_1,Zona_D,S8,14.8,15.23,22.18,2.75,REAL,0
05/01/2026 23/40,Edificio_1,Zona_D,S8,14.04,14.65,22.93,2.61,REAL,0
05/01/2026 23/50,Edificio_1,Zona_D,S8,16.42,14.86,22.47,2.78,REAL,0
06/01/2026 00/00,Edificio_1,Zona_D,S8,16.72,14.9,22.82,2.62,REAL,0
06/01/2026 00/10,Edificio_1,Zona_D,S8,15.54,15.18,23.21,2.72,REAL,0
06/01/2026 00/20,Edificio_1,Zona_D,S8,16.89,14.33,22.32,2.57,REAL,0
06/01/2026 00/30,Edificio_1,Zona_D,S8,16.94,14.69,24.18,2.67,REAL,0
06/01/2026 00/40,Edificio_1,Zona_D,S8,17.12,14.17,22.45,2.76,REAL,0
06/01/2026 00/50,Edificio_1,Zona_D,S8,16.94,15.27,23.5,2.81,REAL,0
06/01/2026 01/00,Edificio_1,Zona_D,S8,17.93,15.79,24.1,2.54,REAL,0
06/01/2026 01/10,Edificio_1,Zona_D,S8,18.96,15.18,24.42,2.83,REAL,0
06/01/2026 01/20,Edificio_1,Zona_D,S8,17.15,14.9,24.47,2.76,REAL,0
06/01/2026 01/30,Edificio_1,Zona_D,S8,18.08,15.05,23.3,2.57,REAL,0
06/01/2026 01/40,Edificio_1,Zona_D,S8,18.62,16.86,24.4,2.75,REAL,0
06/01/2026 01/50,Edificio_1,Zona_D,S8,19.48,15.44,24.18,2.63,REAL,0
06/01/2026 02/00,Edificio_1,Zona_D,S8,20.48,15.89,25.22,2.75,REAL,0
06/01/2026 02/10,Edificio_1,Zona_D,S8,18.88,15.62,24.95,2.59,REAL,0
06/01/2026 02/20,Edificio_1,Zona_D,S8,19.01,16.39,24.6,2.63,REAL,0
06/01/2026 02/30,Edificio_1,Zona_D,S8,20.88,15.81,24.94,2.77,REAL,0
06/01/2026 02/40,Edificio_1,Zona_D,S8,19.51,15.95,25.1,2.82,REAL,0
06/01/2026 02/50,Edificio_1,Zona_D,S8,20.6,16.39,25.37,2.69,REAL,0
06/01/2026 03/00,Edificio_1,Zona_D,S8,19.64,16.55,25.26,2.66,REAL,0
06/01/2026 03/10,Edificio_1,Zona_D,S8,20.93,16.11,25.3,2.75,REAL,0
06/01/2026 03/20,Edificio_1,Zona_D,S8,21.03,16.22,25.36,2.73,REAL,0
06/01/2026 03/30,Edificio_1,Zona_D,S8,21.65,15.56,26.17,2.71,REAL,0
06/01/2026 03/40,Edificio_1,Zona_D,S8,20.79,16.73,25.36,2.72,REAL,0
06/01/2026 03/50,Edificio_1,Zona_D,S8,21.1,15.99,24.76,2.48,REAL,0
06/01/2026 04/00,Edificio_1,Zona_D,S8,20,17,25.44,2.66,REAL,0
06/01/2026 04/10,Edificio_1,Zona_D,S8,22.08,16.48,26.29,2.7,REAL,0
06/01/2026 04/20,Edificio_1,Zona_D,S8,21.16,17.26,26.15,2.57,REAL,0
06/01/2026 04/30,Edificio_1,Zona_D,S8,19.39,17.1,25.57,2.84,REAL,0
06/01/2026 04/40,Edificio_1,Zona_D,S8,20.73,17.28,26.71,2.54,REAL,0
06/01/2026 04/50,Edificio_1,Zona_D,S8,20.63,16.6,26.65,2.71,REAL,0
06/01/2026 05/00,Edificio_1,Zona_D,S8,20.46,16.86,26.24,2.69,REAL,0
06/01/2026 05/10,Edificio_1,Zona_D,S8,19.54,17.33,26.29,2.8,REAL,0
06/01/2026 05/20,Edificio_1,Zona_D,S8,22.69,16.03,26.14,2.71,REAL,0
06/01/2026 05/30,Edificio_1,Zona_D,S8,21.81,17.18,26.06,2.79,REAL,0
06/01/2026 05/40,Edificio_1,Zona_D,S8,22.09,17.44,26.27,2.69,REAL,0
06/01/2026 05/50,Edificio_1,Zona_D,S8,20.56,16.83,26.92,2.56,REAL,0
06/01/2026 06/00,Edificio_1,Zona_D,S8,21.07,16.43,26.31,2.75,REAL,0
06/01/2026 06/10,Edificio_1,Zona_D,S8,22.37,16.54,26.96,2.52,REAL,0
06/01/2026 06/20,Edificio_1,Zona_D,S8,21.93,17.56,26.51,2.79,REAL,0
06/01/2026 06/30,Edificio_1,Zona_D,S8,21.27,17.48,27.17,2.67,REAL,0
06/01/2026 06/40,Edificio_1,Zona_D,S8,22.61,17.15,26.73,2.74,REAL,0
06/01/2026 06/50,Edificio_1,Zona_D,S8,22.1,17.7,26.67,2.57,REAL,0
06/01/2026 07/00,Edificio_1,Zona_D,S8,20,17.15,25.71,2.9,REAL,0
06/01/2026 07/10,Edificio_1,Zona_D,S8,21.43,16.68,26.28,2.63,REAL,0
06/01/2026 07/20,Edificio_1,Zona_D,S8,21.17,16.34,27.09,2.65,REAL,0
06/01/2026 07/30,Edificio_1,Zona_D,S8,20.76,16.91,25.93,2.74,REAL,0
06/01/2026 07/40,Edificio_1,Zona_D,S8,20.91,17.08,26.3,2.7,REAL,0
06/01/2026 07/50,Edificio_1,Zona_D,S8,21.74,17.08,25.48,2.59,REAL,0
06/01/2026 08/00,Edificio_1,Zona_D,S8,20.3,16.46,24.97,2.71,REAL,0
06/01/2026 08/10,Edificio_1,Zona_D,S8,21.31,15.93,26.56,2.63,REAL,0
06/01/2026 08/20,Edificio_1,Zona_D,S8,21.15,17,26.26,2.72,REAL,0
06/01/2026 08/30,Edificio_1,Zona_D,S8,23.57,17.14,26.54,2.61,REAL,0
06/01/2026 08/40,Edificio_1,Zona_D,S8,20.28,16,26.18,2.73,REAL,0
06/01/2026 08/50,Edificio_1,Zona_D,S8,21.03,17.06,26.87,2.49,REAL,0
06/01/2026 09/00,Edificio_1,Zona_D,S8,21.21,15.88,25.93,2.79,REAL,0
06/01/2026 09/10,Edificio_1,Zona_D,S8,18.69,16.4,24.96,2.62,REAL,0
06/01/2026 09/20,Edificio_1,Zona_D,S8,20.4,17.4,25.97,2.63,REAL,0
06/01/2026 09/30,Edificio_1,Zona_D,S8,21.47,16.14,25.58,2.73,REAL,0
06/01/2026 09/40,Edificio_1,Zona_D,S8,20.16,17.41,26.07,2.67,REAL,0
06/01/2026 09/50,Edificio_1,Zona_D,S8,19.59,16.42,25.07,2.74,REAL,0
06/01/2026 10/00,Edificio_1,Zona_D,S8,20.14,16.39,24.25,2.57,REAL,0
06/01/2026 10/10,Edificio_1,Zona_D,S8,18.75,16.57,24.33,2.76,REAL,0
06/01/2026 10/20,Edificio_1,Zona_D,S8,18.91,16.93,25.23,2.61,REAL,0
06/01/2026 10/30,Edificio_1,Zona_D,S8,18.06,16.29,25.22,2.72,REAL,0
06/01/2026 10/40,Edificio_1,Zona_D,S8,17.52,16.01,24.73,2.64,REAL,0
06/01/2026 10/50,Edificio_1,Zona_D,S8,18.23,16.33,25.29,2.79,REAL,0
06/01/2026 11/00,Edificio_1,Zona_D,S8,17.88,15.51,24.31,2.6,REAL,0
06/01/2026 11/10,Edificio_1,Zona_D,S8,19.53,15.75,23.79,2.74,REAL,0
06/01/2026 11/20,Edificio_1,Zona_D,S8,16.55,15.59,24.4,2.77,REAL,0
06/01/2026 11/30,Edificio_1,Zona_D,S8,16.64,15.98,24.58,2.53,REAL,0
06/01/2026 11/40,Edificio_1,Zona_D,S8,19.13,15.7,24.19,2.53,REAL,0
